id,slug,title,title_2,cover,mal_link,aired_year,difficulty,added,added2
563438,563438,Omoide Poroporo,Only Yesterday,https://cdn.myanimelist.net/images/anime/1289/138708.jpg,https://myanimelist.net/anime/1029/Omoide_Poroporo,1991,Hard,12, November 2024
563409,563409,Sword Gai The Animation,,https://cdn.myanimelist.net/images/anime/7/89759.jpg,https://myanimelist.net/anime/27783/Sword_Gai_The_Animation,2018,Hard,04, November 2024
563408,563408,Bokura ga Ita,We Were There,https://cdn.myanimelist.net/images/anime/12/25754.jpg,https://myanimelist.net/anime/1222/Bokura_ga_Ita,2006,Medium,04, November 2024
563407,563407,Rakuen Tsuihou,Expelled from Paradise,https://cdn.myanimelist.net/images/anime/3/87919.jpg,https://myanimelist.net/anime/13391/Rakuen_Tsuihou,2014,Hard,04, November 2024
563406,563406,Jarinko Chie,,https://cdn.myanimelist.net/images/anime/1398/112401.jpg,https://myanimelist.net/anime/3946/Jarinko_Chie,1981,Hard,04, November 2024
563405,563405,Miyuki,,https://cdn.myanimelist.net/images/anime/8/50245.jpg,https://myanimelist.net/anime/2231/Miyuki,1983,Hard,04, November 2024
563404,563404,Mahou no Stage Fancy Lala,Magical Stage Fancy Lala,https://cdn.myanimelist.net/images/anime/1673/132849.jpg,https://myanimelist.net/anime/604/Mahou_no_Stage_Fancy_Lala,1998,Hard,04, November 2024
563403,563403,Ouritsu Uchuugun: Honneamise no Tsubasa,Royal Space Force: The Wings of Honneamise,https://cdn.myanimelist.net/images/anime/1811/112663.jpg,https://myanimelist.net/anime/1034/Ouritsu_Uchuugun__Honneamise_no_Tsubasa,1987,Hard,04, November 2024
563402,563402,Hachimitsu to Clover,Honey and Clover,https://cdn.myanimelist.net/images/anime/1301/133577.jpg,https://myanimelist.net/anime/16/Hachimitsu_to_Clover,2005,Medium,04, November 2024
563401,563401,Turn A Gundam,∀ Gundam,https://cdn.myanimelist.net/images/anime/4/78330.jpg,https://myanimelist.net/anime/95/Turn_A_Gundam,1999,Hard,04, November 2024
563400,563400,16bit Sensation: Another Layer,,https://cdn.myanimelist.net/images/anime/1588/138395.jpg,https://myanimelist.net/anime/54041/16bit_Sensation__Another_Layer,2023,Hard,04, November 2024
563399,563399,Edomae Elf,Otaku Elf,https://cdn.myanimelist.net/images/anime/1171/133777.jpg,https://myanimelist.net/anime/52081/Edomae_Elf,2023,Hard,04, November 2024
563398,563398,Gyo,GYO: Tokyo Fish Attack!,https://cdn.myanimelist.net/images/anime/9/31905.jpg,https://myanimelist.net/anime/10417/Gyo,2011,Hard,04, November 2024
563397,563397,Pupa,,https://cdn.myanimelist.net/images/anime/1117/121859.jpg,https://myanimelist.net/anime/19315/Pupa,2014,Hard,04, November 2024
563396,563396,Onimusha,,https://cdn.myanimelist.net/images/anime/1317/138605.jpg,https://myanimelist.net/anime/53150/Onimusha,2023,Hard,04, November 2024
563395,563395,Kemonozume,,https://cdn.myanimelist.net/images/anime/3/86766.jpg,https://myanimelist.net/anime/1454/Kemonozume,2006,Hard,04, November 2024
563362,563362,A.I.C.O. Incarnation,,https://cdn.myanimelist.net/images/anime/1921/91085.jpg,https://myanimelist.net/anime/36039/AICO_Incarnation,2018,Hard,31, October 2024
563361,563361,Nozomanu Fushi no Boukensha,The Unwanted Undead Adventurer,https://cdn.myanimelist.net/images/anime/1008/140287.jpg,https://myanimelist.net/anime/51648/Nozomanu_Fushi_no_Boukensha,2024,Hard,31, October 2024
563360,563360,Akuma-kun (ONA),,https://cdn.myanimelist.net/images/anime/1696/137452.jpg,https://myanimelist.net/anime/48425/Akuma-kun_ONA,2023,Hard,31, October 2024
563359,563359,Glasslip,,https://cdn.myanimelist.net/images/anime/12/64265.jpg,https://myanimelist.net/anime/23079/Glasslip,2014,Hard,31, October 2024
563358,563358,Kokkoku,,https://cdn.myanimelist.net/images/anime/8/89987.jpg,https://myanimelist.net/anime/36548/Kokkoku,2018,Hard,31, October 2024
563357,563357,Kitsutsuki Tanteidokoro,Woodpecker Detective's Office,https://cdn.myanimelist.net/images/anime/1139/105873.jpg,https://myanimelist.net/anime/39582/Kitsutsuki_Tanteidokoro,2020,Hard,31, October 2024
563356,563356,Layton Mystery Tanteisha: Katri no Nazotoki File,,https://cdn.myanimelist.net/images/anime/1115/90222.jpg,https://myanimelist.net/anime/37023/Layton_Mystery_Tanteisha__Katri_no_Nazotoki_File,2018,Hard,31, October 2024
563355,563355,Oshiri Tantei,,https://cdn.myanimelist.net/images/anime/1415/107368.jpg,https://myanimelist.net/anime/35656/Oshiri_Tantei,2018,Hard,31, October 2024
563354,563354,Meitantei Holmes,Sherlock Hound,https://cdn.myanimelist.net/images/anime/4/75723.jpg,https://myanimelist.net/anime/1972/Meitantei_Holmes,1984,Hard,31, October 2024
563353,563353,Tantei Opera Milky Holmes,Detective Opera Milky Holmes,https://cdn.myanimelist.net/images/anime/10/26676.jpg,https://myanimelist.net/anime/7768/Tantei_Opera_Milky_Holmes,2010,Hard,31, October 2024
563352,563352,Genshiken,,https://cdn.myanimelist.net/images/anime/1890/94707.jpg,https://myanimelist.net/anime/240/Genshiken,2004,Hard,31, October 2024
563350,563350,Mo Dao Zu Shi,The Founder of Diabolism,https://cdn.myanimelist.net/images/anime/1253/93893.jpg,https://myanimelist.net/anime/37208/Mo_Dao_Zu_Shi,2018,Medium,28, October 2024
563349,563349,Ousama Game The Animation,King's Game,https://cdn.myanimelist.net/images/anime/3/88190.jpg,https://myanimelist.net/anime/36027/Ousama_Game_The_Animation,2017,Medium,28, October 2024
563348,563348,Henjin no Salad Bowl,A Salad Bowl of Eccentrics,https://cdn.myanimelist.net/images/anime/1861/141482.jpg,https://myanimelist.net/anime/55877/Henjin_no_Salad_Bowl,2024,Hard,28, October 2024
563347,563347,Maison Ikkoku,,https://cdn.myanimelist.net/images/anime/6/17576.jpg,https://myanimelist.net/anime/1453/Maison_Ikkoku,1986,Hard,28, October 2024
563346,563346,Shinkalion: Change the World,,https://cdn.myanimelist.net/images/anime/1133/141311.jpg,https://myanimelist.net/anime/57798/Shinkalion__Change_the_World,2024,Hard,28, October 2024
563345,563345,Kuusen Madoushi Kouhosei no Kyoukan,Sky Wizards Academy,https://cdn.myanimelist.net/images/anime/6/74541.jpg,https://myanimelist.net/anime/25283/Kuusen_Madoushi_Kouhosei_no_Kyoukan,2015,Medium,28, October 2024
563344,563344,Juuou Mujin no Fafnir,Unlimited Fafnir,https://cdn.myanimelist.net/images/anime/11/69085.jpg,https://myanimelist.net/anime/24873/Juuou_Mujin_no_Fafnir,2015,Hard,28, October 2024
563343,563343,Rewrite,,https://cdn.myanimelist.net/images/anime/1827/92122.jpg,https://myanimelist.net/anime/31716/Rewrite,2016,Hard,28, October 2024
563342,563342,Animegataris,Anime-Gataris,https://cdn.myanimelist.net/images/anime/12/89686.jpg,https://myanimelist.net/anime/35427/Animegataris,2017,Hard,28, October 2024
563341,563341,Ani ni Tsukeru Kusuri wa Nai!,Please Take My Brother Away,https://cdn.myanimelist.net/images/anime/1896/129202.jpg,https://myanimelist.net/anime/35015/Ani_ni_Tsukeru_Kusuri_wa_Nai,2017,Hard,28, October 2024
563340,563340,Ame wo Tsugeru Hyouryuu Danchi,Drifting Home,https://cdn.myanimelist.net/images/anime/1263/124155.jpg,https://myanimelist.net/anime/49938/Ame_wo_Tsugeru_Hyouryuu_Danchi,2022,Hard,28, October 2024
563339,563339,Amatsuki,,https://cdn.myanimelist.net/images/anime/12/75555.jpg,https://myanimelist.net/anime/3359/Amatsuki,2008,Hard,28, October 2024
563337,563337,Amanchu!,,https://cdn.myanimelist.net/images/anime/6/80810.jpg,https://myanimelist.net/anime/31771/Amanchu,2016,Hard,28, October 2024
563336,563336,Alps no Shoujo Heidi,Heidi: Girl of the Alps,https://cdn.myanimelist.net/images/anime/1338/110897.jpg,https://myanimelist.net/anime/2225/Alps_no_Shoujo_Heidi,1974,Hard,28, October 2024
563335,563335,Akkun to Kanojo,My Sweet Tyrant,https://cdn.myanimelist.net/images/anime/1404/90601.jpg,https://myanimelist.net/anime/36864/Akkun_to_Kanojo,2018,Hard,28, October 2024
563334,563334,Aggressive Retsuko (ONA),Aggretsuko (ONA),https://cdn.myanimelist.net/images/anime/1566/129181.jpg,https://myanimelist.net/anime/36904/Aggressive_Retsuko_ONA,2018,Hard,28, October 2024
563333,563333,7 Seeds,,https://cdn.myanimelist.net/images/anime/1219/116954.jpg,https://myanimelist.net/anime/38735/7_Seeds,2019,Hard,28, October 2024
563332,563332,12-sai.: Chicchana Mune no Tokimeki,,https://cdn.myanimelist.net/images/anime/1042/101333.jpg,https://myanimelist.net/anime/32601/12-sai__Chicchana_Mune_no_Tokimeki,2016,Hard,28, October 2024
563331,563331,Cike Wu Liuqi,Scissor Seven,https://cdn.myanimelist.net/images/anime/1620/94968.jpg,https://myanimelist.net/anime/38409/Cike_Wu_Liuqi,2018,Hard,28, October 2024
563330,563330,Tenkuu no Escaflowne,The Vision of Escaflowne,https://cdn.myanimelist.net/images/anime/5/30689.jpg,https://myanimelist.net/anime/182/Tenkuu_no_Escaflowne,1996,Hard,28, October 2024
563329,563329,Dog Signal,,https://cdn.myanimelist.net/images/anime/1507/139161.jpg,https://myanimelist.net/anime/54294/Dog_Signal,2023,Hard,28, October 2024
563328,563328,Dog Days,,https://cdn.myanimelist.net/images/anime/9/75378.jpg,https://myanimelist.net/anime/10155/Dog_Days,2011,Hard,28, October 2024
563327,563327,Comet Lucifer,,https://cdn.myanimelist.net/images/anime/3/76111.jpg,https://myanimelist.net/anime/31318/Comet_Lucifer,2015,Hard,28, October 2024
563326,563326,Kaguya-hime no Monogatari,The Tale of the Princess Kaguya,https://cdn.myanimelist.net/images/anime/1935/93606.jpg,https://myanimelist.net/anime/16664/Kaguya-hime_no_Monogatari,2013,Medium,28, October 2024
563323,563323,Yaku nara Mug Cup mo,Let's Make a Mug Too,https://cdn.myanimelist.net/images/anime/1969/113673.jpg,https://myanimelist.net/anime/42568/Yaku_nara_Mug_Cup_mo,2021,Hard,28, October 2024
563322,563322,Godzilla: S.P,Godzilla Singular Point,https://cdn.myanimelist.net/images/anime/1447/114837.jpg,https://myanimelist.net/anime/43229/Godzilla__SP,2021,Hard,28, October 2024
563321,563321,Shiro Seijo to Kuro Bokushi,Saint Cecilia and Pastor Lawrence,https://cdn.myanimelist.net/images/anime/1329/135096.jpg,https://myanimelist.net/anime/52082/Shiro_Seijo_to_Kuro_Bokushi,2023,Hard,28, October 2024
563320,563320,Sola,,https://cdn.myanimelist.net/images/anime/7/46119.jpg,https://myanimelist.net/anime/1965/Sola,2007,Hard,28, October 2024
563319,563319,True Tears,,https://cdn.myanimelist.net/images/anime/1733/134118.jpg,https://myanimelist.net/anime/2129/True_Tears,2008,Hard,28, October 2024
563318,563318,Kimagure Orange☆Road,Kimagure Orange Road,https://cdn.myanimelist.net/images/anime/1960/142715.jpg,https://myanimelist.net/anime/1087/Kimagure_Orange☆Road,1987,Hard,28, October 2024
563317,563317,Hoshikuzu Telepath,Stardust Telepath,https://cdn.myanimelist.net/images/anime/1020/139134.jpg,https://myanimelist.net/anime/53262/Hoshikuzu_Telepath,2023,Hard,28, October 2024
563316,563316,Hanada Shounen-shi,,https://cdn.myanimelist.net/images/anime/2/87319.jpg,https://myanimelist.net/anime/2004/Hanada_Shounen-shi,2002,Hard,28, October 2024
563315,563315,Mirai Shounen Conan,Future Boy Conan,https://cdn.myanimelist.net/images/anime/6/17529.jpg,https://myanimelist.net/anime/302/Mirai_Shounen_Conan,1978,Hard,28, October 2024
563299,563299,Kumo no Mukou, Yakusoku no Basho,The Place Promised in Our Early Days,https://cdn.myanimelist.net/images/anime/1725/133738.jpg,https://myanimelist.net/anime/433/Kumo_no_Mukou_Yakusoku_no_Basho,2004,Hard,21, October 2024
563298,563298,Shikioriori,Flavors of Youth,https://cdn.myanimelist.net/images/anime/1529/93093.jpg,https://myanimelist.net/anime/37396/Shikioriori,2018,Hard,21, October 2024
563297,563297,Hoshi no Koe,Voices of a Distant Star,https://cdn.myanimelist.net/images/anime/1980/112997.jpg,https://myanimelist.net/anime/256/Hoshi_no_Koe,2002,Hard,21, October 2024
563296,563296,Inferno Cop,,https://cdn.myanimelist.net/images/anime/2/47037.jpg,https://myanimelist.net/anime/16774/Inferno_Cop,2012,Hard,21, October 2024
563295,563295,Killing Bites,,https://cdn.myanimelist.net/images/anime/13/90087.jpg,https://myanimelist.net/anime/34964/Killing_Bites,2018,Hard,21, October 2024
563294,563294,Scrapped Princess,,https://cdn.myanimelist.net/images/anime/1238/94717.jpg,https://myanimelist.net/anime/167/Scrapped_Princess,2003,Hard,21, October 2024
563293,563293,Hanbun no Tsuki ga Noboru Sora,Looking Up At The Half-Moon,https://cdn.myanimelist.net/images/anime/10/75201.jpg,https://myanimelist.net/anime/587/Hanbun_no_Tsuki_ga_Noboru_Sora,2006,Hard,21, October 2024
563292,563292,Ryuu to Sobakasu no Hime,Belle,https://cdn.myanimelist.net/images/anime/1081/115716.jpg,https://myanimelist.net/anime/44807/Ryuu_to_Sobakasu_no_Hime,2021,Hard,21, October 2024
563291,563291,Love Live! Superstar!!,Love Live! SuperStar!!,https://cdn.myanimelist.net/images/anime/1758/115692.jpg,https://myanimelist.net/anime/41169/Love_Live_Superstar,2021,Hard,21, October 2024
563290,563290,Level E,,https://cdn.myanimelist.net/images/anime/4/29668.jpg,https://myanimelist.net/anime/9834/Level_E,2011,Hard,21, October 2024
563289,563289,Doraemon,,https://cdn.myanimelist.net/images/anime/3/3953.jpg,https://myanimelist.net/anime/2471/Doraemon_1979,1979,Hard,21, October 2024
563288,563288,Crayon Shin-chan,Shin Chan,https://cdn.myanimelist.net/images/anime/10/59897.jpg,https://myanimelist.net/anime/966/Crayon_Shin-chan,1992,Hard,21, October 2024
563287,563287,Sazae-san,Mrs. Sazae,https://cdn.myanimelist.net/images/anime/1008/98996.jpg,https://myanimelist.net/anime/2406/Sazae-san,1969,Hard,21, October 2024
563286,563286,Prima Doll,,https://cdn.myanimelist.net/images/anime/1553/124311.jpg,https://myanimelist.net/anime/50917/Prima_Doll,2022,Hard,21, October 2024
563285,563285,Glass no Kamen,Glass Mask,https://cdn.myanimelist.net/images/anime/6/39571.jpg,https://myanimelist.net/anime/506/Glass_no_Kamen,1984,Hard,21, October 2024
563284,563284,Skip Beat!,,https://cdn.myanimelist.net/images/anime/11/84022.jpg,https://myanimelist.net/anime/4722/Skip_Beat,2008,Medium,21, October 2024
563283,563283,Full Moon wo Sagashite,Searching for the Full Moon,https://cdn.myanimelist.net/images/anime/1900/99154.jpg,https://myanimelist.net/anime/122/Full_Moon_wo_Sagashite,2002,Hard,21, October 2024
563282,563282,Fushigi no Umi no Nadia,Nadia: The Secret of Blue Water,https://cdn.myanimelist.net/images/anime/1750/118570.jpg,https://myanimelist.net/anime/1251/Fushigi_no_Umi_no_Nadia,1990,Hard,21, October 2024
563281,563281,Revisions,,https://cdn.myanimelist.net/images/anime/1215/111381.jpg,https://myanimelist.net/anime/37436/Revisions,2019,Hard,21, October 2024
563216,563216,Aa! Megami-sama!,Oh! My Goddess,https://cdn.myanimelist.net/images/anime/11/71215.jpg,https://myanimelist.net/anime/49/Aa_Megami-sama,1993,Hard,17, October 2024
563215,563215,Top wo Nerae! Gunbuster,Gunbuster,https://cdn.myanimelist.net/images/anime/1303/92309.jpg,https://myanimelist.net/anime/949/Top_wo_Nerae_Gunbuster,1988,Hard,17, October 2024
563214,563214,Kidou Senshi Gundam,Mobile Suit Gundam,https://cdn.myanimelist.net/images/anime/5/88524.jpg,https://myanimelist.net/anime/80/Kidou_Senshi_Gundam,1979,Hard,17, October 2024
563213,563213,Dr. Slump: Arale-chan,,https://cdn.myanimelist.net/images/anime/9/38381.jpg,https://myanimelist.net/anime/2222/Dr_Slump__Arale-chan,1981,Hard,17, October 2024
563212,563212,Tenchi Muyou!,Tenchi Muyo! Tenchi Universe,https://cdn.myanimelist.net/images/anime/3/61663.jpg,https://myanimelist.net/anime/696/Tenchi_Muyou,1995,Hard,17, October 2024
563211,563211,Himesama "Goumon" no Jikan desu,'Tis Time for "Torture," Princess,https://cdn.myanimelist.net/images/anime/1056/139398.jpg,https://myanimelist.net/anime/55774/Himesama_Goumon_no_Jikan_desu,2024,Hard,17, October 2024
563210,563210,The Big O,,https://cdn.myanimelist.net/images/anime/1220/142476.jpg,https://myanimelist.net/anime/567/The_Big_O,1999,Hard,15, October 2024
563209,563209,City Hunter,,https://cdn.myanimelist.net/images/anime/8/20587.jpg,https://myanimelist.net/anime/1470/City_Hunter,1987,Hard,15, October 2024
563208,563208,Buzzer Beater,,https://cdn.myanimelist.net/images/anime/6/57421.jpg,https://myanimelist.net/anime/406/Buzzer_Beater,2005,Hard,15, October 2024
563207,563207,Babylon,,https://cdn.myanimelist.net/images/anime/1942/102707.jpg,https://myanimelist.net/anime/37525/Babylon,2019,Hard,15, October 2024
563206,563206,Machikado Mazoku,The Demon Girl Next Door,https://cdn.myanimelist.net/images/anime/1633/111518.jpg,https://myanimelist.net/anime/39071/Machikado_Mazoku,2019,Hard,15, October 2024
563205,563205,Oooku,Ōoku: The Inner Chambers,https://cdn.myanimelist.net/images/anime/1000/136038.jpg,https://myanimelist.net/anime/54850/Oooku,2023,Hard,15, October 2024
563204,563204,Mugen no Juunin: Immortal,Blade of the Immortal,https://cdn.myanimelist.net/images/anime/1054/110054.jpg,https://myanimelist.net/anime/39806/Mugen_no_Juunin__Immortal,2019,Hard,15, October 2024
563203,563203,BanG Dream! It's MyGO!!!!!,,https://cdn.myanimelist.net/images/anime/1891/136948.jpg,https://myanimelist.net/anime/54959/BanG_Dream_Its_MyGO,2023,Hard,15, October 2024
563202,563202,Sengoku Youko: Yonaoshi Kyoudai-hen,Sengoku Youko,https://cdn.myanimelist.net/images/anime/1645/140627.jpg,https://myanimelist.net/anime/56242/Sengoku_Youko__Yonaoshi_Kyoudai-hen,2024,Hard,15, October 2024
563201,563201,Hoozuki no Reitetsu,Hozuki's Coolheadedness,https://cdn.myanimelist.net/images/anime/7/87177.jpg,https://myanimelist.net/anime/20431/Hoozuki_no_Reitetsu,2014,Hard,15, October 2024
563200,563200,Shingeki no Bahamut: Genesis,Rage of Bahamut: Genesis,https://cdn.myanimelist.net/images/anime/2/67513.jpg,https://myanimelist.net/anime/21843/Shingeki_no_Bahamut__Genesis,2014,Medium,15, October 2024
563199,563199,Kono Sekai wa Fukanzen Sugiru,Quality Assurance in Another World,https://cdn.myanimelist.net/images/anime/1187/141847.jpg,https://myanimelist.net/anime/54835/Kono_Sekai_wa_Fukanzen_Sugiru,2024,Hard,15, October 2024
563198,563198,Clockwork Planet,,https://cdn.myanimelist.net/images/anime/5/85989.jpg,https://myanimelist.net/anime/32407/Clockwork_Planet,2017,Hard,15, October 2024
563177,563177,Ghost Hunt,,https://cdn.myanimelist.net/images/anime/11/73908.jpg,https://myanimelist.net/anime/1571/Ghost_Hunt,2006,Medium,07, October 2024
563176,563176,Jinrui wa Suitai Shimashita,Humanity Has Declined,https://cdn.myanimelist.net/images/anime/12/50345.jpg,https://myanimelist.net/anime/10357/Jinrui_wa_Suitai_Shimashita,2012,Hard,07, October 2024
563175,563175,Rozen Maiden,,https://cdn.myanimelist.net/images/anime/1424/108431.jpg,https://myanimelist.net/anime/64/Rozen_Maiden,2004,Hard,07, October 2024
563174,563174,Utawarerumono,,https://cdn.myanimelist.net/images/anime/1119/118609.jpg,https://myanimelist.net/anime/856/Utawarerumono,2006,Hard,07, October 2024
563173,563173,Harmony,,https://cdn.myanimelist.net/images/anime/2/76993.jpg,https://myanimelist.net/anime/28211/Harmony,2015,Hard,07, October 2024
563172,563172,Tenkuu Senki Shurato,,https://cdn.myanimelist.net/images/anime/1989/92418.jpg,https://myanimelist.net/anime/2113/Tenkuu_Senki_Shurato,1989,Hard,07, October 2024
563171,563171,Denpa Kyoushi,Ultimate Otaku Teacher,https://cdn.myanimelist.net/images/anime/4/73475.jpg,https://myanimelist.net/anime/29589/Denpa_Kyoushi,2015,Hard,07, October 2024
563170,563170,Boukyaku Battery (TV),Oblivion Battery,https://cdn.myanimelist.net/images/anime/1372/142242.jpg,https://myanimelist.net/anime/56165/Boukyaku_Battery_TV,2024,Hard,07, October 2024
563169,563169,All Out!!,,https://cdn.myanimelist.net/images/anime/4/78649.jpg,https://myanimelist.net/anime/31588/All_Out,2016,Hard,07, October 2024
563130,563130,Suzuka,,https://cdn.myanimelist.net/images/anime/9/33579.jpg,https://myanimelist.net/anime/390/Suzuka,2005,Hard,30, September 2024
563128,563128,Michiko to Hatchin,Michiko & Hatchin,https://cdn.myanimelist.net/images/anime/10/59535.jpg,https://myanimelist.net/anime/4087/Michiko_to_Hatchin,2008,Hard,27, September 2024
563127,563127,Cider no You ni Kotoba ga Wakiagaru,Words Bubble Up Like Soda Pop,https://cdn.myanimelist.net/images/anime/1952/116031.jpg,https://myanimelist.net/anime/39175/Cider_no_You_ni_Kotoba_ga_Wakiagaru,2021,Medium,27, September 2024
563126,563126,Shy,,https://cdn.myanimelist.net/images/anime/1114/136742.jpg,https://myanimelist.net/anime/53237/Shy,2023,Hard,27, September 2024
563125,563125,Na Nare Hana Nare,Narenare -Cheer for You!-,https://cdn.myanimelist.net/images/anime/1430/143526.jpg,https://myanimelist.net/anime/57099/Na_Nare_Hana_Nare,2024,Hard,27, September 2024
